judul,konten,,
"Awas Penipuan, Kompas Gramedia Tidak Menggelar Nominasi KOMPAS AWARDS 2018 - Kompas.com",", JAKARTA - Menanggapi adanya laporan penipuan yang mengatasnamakan  Kompas Gramedia dengan judul ""Nominasi Acara KOMPAS AWARD 2018"", Corporate Communication Kompas Gramedia selaku perwakilan perusahaan membantah dan mengklarifikasi bahwa kami tidak pernah ada agenda atau melaksanakan acara tersebut di lingkup Kompas Gramedia.Sehubungan dengan hal tersebut, kami tidak bertanggung jawab atas beredarnya surat tentang acara tersebut beserta isinya.Jika ada publik atau instansi yang mengetahui atau merasa dirugikan dengan surat tersebut, dapat segera melapor ke e-mail info@pr.kompasgramedia.com.Kompas Gramedia akan menindaklanjuti hal ini kepada pihak berwajib, dan akan bertindak tegas sesuai dengan aturan hukum yang berlaku.Kami akan selalu berupaya memberikan pelayanan dan informasi yang akurat serta terbaik kepada masyarakat Indonesia.Corporate Communication Kompas Gramedia",,
"Sejak 2005, KY Terima 16.000 Laporan Pelanggaran Kode Etik Hakim  - Kompas.com",", JAKARTA, KOMPAS.com -  Komisi Yudisial ( KY) sudah menerima 16.000 laporan masyarakat sejak 2005. Laporan tersebut terkait dugaan pelanggaran  kode etik dan pedoman perilaku  hakim (KEPPH).""Bahkan, pada 2013 KY pernah menerima 2.193 laporan yang merupakan penerimaan laporan terbanyak sejak berdiri,"" ujar Juru Bicara KY Farid Wajdi dalam siaran pers, Jakarta, Rabu (15/8/2018).Baca juga: 18 Tahun Berdiri, KY Sudah Usulan Sanksi 657 HakimSelain kesalahan penulisan, para hakim juga kedapatan melanggar sejumlah ketentuan mulai dari sikap tak adil, bertemu pihak berperkara, terlibat narkoba, menerima suap, hingga perselingkuhan.Meski jumlah laporan yang masuk mencapai 16.000 laporan, tidak semua laporan itu dapat diregistrasi. Sebab, kata dia, perlu dilakukan verifikasi kelengkapan persyaratan secara formil dan materiil.Menurut Farid, pada 2005-2006, laporan yang diregistrasi ke KY mencapai 861 laporan. Pada 2007-2011, jumlah laporan yang masuk mencapai 2.294 laporan.Baca juga: KY Imbau Hakim Tidak Berpolitik PraktisSementara pada 2012-2017, jumlah laporan yang diregistrasi oleh KY mencapai 3.049 laporan masyarakat.Adapun pada periode Januari-Juni 2018, laporan yang dinyatakan memenuhi syarat untuk diregistrasi berjumlah 175 laporan.""Secara kuantitas memang laporan yang masuk ke KY semakin banyak jumlahnya, tetapi tidak secara kualitas,"" kata Farid.Baca juga: KPK dan KY Kerja Sama Pertukaran Data soal Dugaan Pelanggaran Hakim""Hal ini menjadi pekerjaan rumah bagi KY dan Penghubung KY di 12 provinsi untuk lebih mengoptimalkan sosialisasi terkait wewenang dan tugas KY,"" sambung dia.",,
Ketua DPR Tegaskan Kualitas UU Lebih Penting Dibandingkan Kuantitas - Kompas.com,", JAKARTA, KOMPAS.com -  Ketua DPR Bambang Soesatyo membantah penilaian Forum Masyarakat Peduli Parlemen Indonesia (Formappi) yang menyebut kinerja lembaganya di bidang  legislasi masih lemah.Menurut dia, hal yang terpenting dalam kinerja legislasi bukanlah jumlah undang-undang yang dihasilkan. Namun, hal yang lebih substantif adalah menghasilkan UU berkualitas.“Kualitas UU itu secara langsung dapat memberikan solusi dan payung hukum bagi permasalahan rakyat, baik di bidang hukum, ekonomi, sosial, politik dan kesejahteraan masyarakat secara umum,” ujar Bambang di Kompleks Istana Kepresidenan, Jakarta, Rabu (15/8/2018).Baca juga: Formappi Nilai Pelaksanaan Kode Etik dan Kelembagaan DPR Masih LemahSelain itu, Bambang juga menegaskan DPR tidak bisa meloloskan rancangan undang-undang (RUU) menjadi Undang-Undang (UU) tanpa persetujuan pemerintah.Merujuk pada Pasal 20 UUD 1945, maka penyusunan Program  Legislasi Nasional dan pembahasan RUU tidak bisa dilakukan DPR secara sepihak.“Proses pembahasan RUU bukan hanya menjadi tanggung jawab DPR, tetapi juga merupakan tanggung jawab bersama pemerintah,” ujar politisi Golkar ini.Baca juga: Kinerja DPR di Bidang Legislasi Dinilai Masih LemahBambang menambahkan, DPR dalam membahas RUU juga memberi ruang bagi masyarakat untuk menyampaikan kritik dan masukan.Bahkan, kata dia, DPR selalu meminta masukan masyarakat untuk menyusun pasal demi pasal.Bambang menegaskan komitmennya tentang transparansi DPR dalam membahas RUU.“Pembahasan RUU di DPR dilakukan secara terbuka dan berkelanjutan tanpa mengenal waktu dan tenaga, serta mengharapkan dukungan dari seluruh masyarakat,"" ujar dia.Baca juga: Formappi: Soal Legislasi, Semangat DPR Tinggi, tetapi Hasilnya MinimPeneliti Formappi Lucius Karus sebelumnya memaparkan kinerja DPR di bidang legislasi masih lemah.Hal itu dibuktikan pada masa sidang V 2018 hanya tiga RUU Prolegnas Prioritas dan dua RUU Kumulatif Terbuka yang berhasil disahkan DPR.Adapun tiga RUU Prioritas 2018 adalah RUU tentang Pemberantasan Tindak Pidana Terorisme, Kekarantinaan Kesehatan, dan Perubahan Atas Undang-Undang Nomor 20 Tahun 1997 tentang Penerimaan Negara Bukan Pajak.Baca juga: Tak Hanya Legislasi, Fungsi Pengawasan DPR Juga Dianggap BurukSementara dua RUU Kumulatif Terbuka yang disahkan adalah terkait Pengesahan Persetujuan antara Pemerintah Republik Indonesia dan Pemerintah Republik Korea tentang Kerja Sama di Bidang Pertahanan.Kedua, RUU tentang Pertanggungjawaban atas Pelaksanaan APBN Tahun Anggaran 2017.""Dengan catatan lima RUU yang disahkan pada masa sidang V, kinerja legislasi DPR masih memprihatinkan. Hasil itu baru mengurangi empat beban prioritas legislasi 2018 yang secara keseluruhan berjumlah 50 RUU,"" papar Lucius dalam diskusi bertajuk ""Evaluasi Kinerja DPR Masa Sidang V Tahun Sidang 2017-2018,"" di kantor Formappi, Jakarta, Selasa (14/8/2018).",,
Ketua KPK Tanggapi Kritik Wadah Pegawai KPK soal Rotasi Jabatan - Kompas.com,", JAKARTA, KOMPAS.com - Ketua Komisi Pemberantasan Korupsi ( KPK)  Agus Rahardjo mendengar kritik dari Wadah Pegawai KPK yang mengkritisi kebijakan pimpinan dalam proses rotasi sejumlah jabatan direktur, kepala biro, dan kepala bagian di internal KPK. Wadah Pegawai menilai, rotasi yang dilakukan tidak secara transparan. Menanggapi itu, Agus menegaskan, pimpinan KPK mendengarkan kritik dari pegawainya.""Oh kami dengarkan,"" kata Agus di gedung Merah Putih KPK, Jakarta, Rabu (15/8/2018).Ia membenarkan soal adanya rencana rotasi sejumlah pejabat di internal KPK. Namun, ia menilai rotasi jabatan merupakan proses yang wajar dalam jangka waktu tertentu. Sebab, ada pejabat di internal KPK yang tak berpindah posisi dalam waktu yang cukup lama.""Sudah ada yang delapan tahun tidak pernah berpindah tempat,"" kata Agus.Baca juga: Pegawai KPK Kritisi Rotasi Jabatan Internal yang Dianggap Tak TransparanAgus mengungkapkan, rotasi jabatan juga bisa disebabkan oleh kinerja pejabat bersangkutan yang tak sesuai dengan harapan pimpinan. Ia menilai rotasi perlu dilakukan guna memastikan kinerja KPK tetap berjalan dengan baik.Saat ditanya soal protes Wadah Pegawai KPK terkait transparansi rotasi jabatan, Agus menjamin bahwa penilaian kinerja pegawai internal di KPK selalu transparan.Sebab, penilaian kinerja dilakukan berdasarkan capaian kriteria-kriteria yang berhasil dipenuhi pegawai selama bertugas.""Transparansi bukan pada saat final pengangkatan (jabatan), tapi pada waktu mereka meniti jenjang untuk mencapai kriteria itu loh yang harus transparan,"" kata dia.Ia juga menuturkan, proses rotasi jabatan di internal KPK saat ini masih pada posisi yang setara.""Direktur yang lama pindah posisi saja, sama-sama direkturmya. Apa masalahnya? Kabag yang lama pindah posisi, posisinya sama,"" kata Agus.Sebelumnya, Ketua Wadah Pegawai KPK Yudi Purnomo menyatakan, rotasi tersebut diduga tanpa adanya kriteria, transparansi dan tata cara yang jelas, sehingga berpotensi merusak indepedensi KPK.Padahal, proses kepegawaian KPK didasarkan pada sistem yang dibangun secara kuat yang memastikan organisasi dijalankan secara transparan dan akuntabel, sesuai Pasal 5 Undang-Undang KPK.""Itulah yang mendasari pemikiran bahwa persoalan rotasi dan mutasi bukanlah soal yang sederhana, melainkan untuk menuju tujuan yang lebih besar seperti mencegah adanya konflik kepentingan,"" kata Yudi dalam keterangan tertulisnya, Rabu (15/8/2018).Menurut Yudi, pasca diadakan komunikasi dengan pimpinan terkait hal ini, rotasi dan mutasi hanya diundur pelaksanaannya tanpa adanya proses assessment dan uji kompetensi dari aspek manajemen.Serta, tanpa memperhatikan keahlian pada bidang tertentu sebagaimana yang selama 15 tahun ini dilaksanakan dalam mengelola sumber daya manusia di KPK.Untuk itu, Wadah Pegawai meminta agar pimpinan KPK menghentikan proses mutasi/rotasi struktural, sebelum adanya proses yang transparan dan akuntabel yang diukur dengan adanya aturan main, kriteria dan tahapan yang jelas.",,
Pengusutan Dugaan Mahar Sandiaga Diharapkan Menjadi Ajang Klarifikasi - Kompas.com,", JAKARTA, KOMPAS.com - Dugaan politik transaksional yang melibatkan bakal calon wakil presiden  Sandiaga Uno telah dilaporkan ke Badan Pengawas Pemilu ( Bawaslu) Federasi Indonesia Bersatu dan Rumah Relawan Nusantara The President Centre Jokowi-Ma'ruf Amin.Bawaslu akan mempelajari laporan tersebut dahulu, selanjutnya baru melakukan penelusuran melalui pemanggilan pihak terlapor.Direktur Eksekutif Perkumpulan untuk Pemilu dan Demokrasi (Perludem) Titi Anggraini menilai pemanggilan tersebut dapat menjadi panggung bagi pihak terkait untuk menjelaskan duduk perkara.Baca juga: Bawaslu: Sandiaga Bisa Saja Dipanggil Terkait Laporan Mahar Politik""Saya kira bagi para pihak, momentum tindak lanjut dari Bawaslu ini harus dimaknai sebagai fasilitasi bagi mereka semua untuk membuat terang benderang berbagai isu yang berseliweran,"" ujar Titi di D Hotel, Jakarta Selatan, Rabu (15/8/2018).""Di sini para pihak secara sah dan legitimate membuktikan kebenaran atau tidak atas praduga yang selama ini beredar di masyarakat,"" tambah dia.Menurutnya, masyarakat berhak mengetahui apa yang terjadi dalam proses pemilihan pemimpin bangsa.Baca juga: Bawaslu Diminta Cepat dan Tegas Tindak Lanjuti Dugaan Mahar Politik SandiagaOleh sebab itu, ia mengharapkan kerja sama dan itikad baik dari pihak yang akan dipanggil. Hal itu akan mengakomodir Bawaslu dalam penelusuran dugaan tersebut demi mengungkapkan fakta.Selain itu, masyarakat juga perlu bukti bahwa Bawaslu dapat benar-benar menjalankan tugasnya.Titi menekankan terkait pentingnya komitmen Bawaslu untuk menangani pelaporan ini. Harapannya, Bawaslu dapat bertindak cepat dalam penanganannya.Baca juga: Politisi Gerindra: Isu Mahar Politik Diskreditkan Sandiaga sebagai Negarawan""Bawaslu perlu memperlihatkan kinerja yang baik, progresif, profesional dan akuntabel dalam proses penanganan dugaan pelanggaran ini,"" tegas Titi.Dugaan mahar itu pertama kali dihembuskan oleh Wakil Sekretaris Jenderal Partai Demokrat Andi Arief melalui akun Twitter-nya.Andi Arief menyebutkan, Sandiaga memberikan masing-masing Rp 500 miliar untuk Partai Keadilan Sejahtera (PKS) dan Partai Amanat Nasional (PAN).Baca juga: Sandiaga Dituding Mahar Politik, Bawaslu Akan Panggil Pihak yang Diduga TahuUang tersebut bertujuan agar Sandiaga dapat menjadi cawapres bagi Ketua Umum Partai Gerindra Prabowo Subianto.Jika terbukti berasalah, partai politik pengusung calon dapat dikenai Pasal 228 Undang-Undang Nomor 7 Tahun 2017 tentang Pemilu.Sanksinya, parpol tak bisa mencalonkan presiden dan wakil presiden pada pemilu berikutnya.",,
"18 Tahun Berdiri, KY Sudah Usulan Sanksi 657 Hakim - Kompas.com",", JAKARTA, KOMPAS.com - Komisi Yudisial (KY) sudah mengusulkan penjatuhan sanksi kepada 657 orang hakim yang dinyatakan terbukti melanggar kode etik dan pedoman perilaku hakim (KEPPH).Usulan sanksi itu sudah dilakukan selama 18 tahun sejak KY dibentuk pada 2005 silam.Rekomendasi sanksi ini merupakan hasil pemeriksaan sidang pleno anggota KY.""Jenis pelanggaran terbanyak adalah bersikap tidak profesional dan tidak cermat,"" ujar Juru Bicara KY Farid Wajdi dalam siaran pers, Jakarta, Rabu (15/8/2018).Misalnya, penemuan pelanggaran dalam laporan berupa kesalahan penulisan putusan (typo error, clerical error).Kesalahan penulisan putusan merupakan kekeliruan atau kekhilafan dalam penulisan yang harusnya tak terjadi.Kesalahan penulisan putusan dapat berakibat kepada putusan tak mengikat secara hukum. Sebab kesalahan itu muncul di putusan. Menurut Farid, dalam beberapa kasus, salah ketik putusan dapat berdampak tidak dapat dieksekusinya suatu putusan atau bahkan menghilangkan hak-hak para pihak dalam proses hukum acara. Selain kesalahan penulisan, para hakim juga kedapatan melanggar sejumlah ketentuan mulai sikap tak adil, bertemu pihak berperkara, narkoba, menerima suap, hingga perselingkuhan.""Hakim jelas harus memiliki standar etika yang lebih dari rata-rata profesi pada umumnya,"" kata dia.Meski begitu, KY menilai masih ada kendala yang dihadapi hakim dalam penegakan kode etik hakim.Dari sisi internal, kendala bisa dimulai dari proses pengangkatan hakim, pendidikan hakim, hingga kesejahteraan hakim. Sementara di sisi eksternal, kendala meliputi kemandirian kekuasaan kehakimanan, sistem peradilan yang berlaku, partisipasi masyarakat, dan sistem pengawasan hakim itu sendiri.",,
Program Nawacita II Jokowi-Maruf Salah Satunya Penguatan SDM - Kompas.com,", JAKARTA, KOMPAS.com - Wakil Ketua Tim Kampanye Nasional  Jokowi-Ma'ruf Amin, Abdul Kadir Karding mengatakan, program pasangan Joko Widodo-Ma’ruf Amin di periode berikutnya telah selesai disusun. Karding mengatakan, dalam program tersebut yang disebut  Nawacita Jilid II, tercantum sejumlah program yang perlu dijangkau dan dikembangkan lagi dari Nawacita I terdahulu.  Salah satunya, kata Kadir, adalah penguatan sumber daya manusia (SDM). “Revolusi mental ini kita perkuat. Kita pertajam lagi bisa jadi misalnya dalam bentuk program atau kegiatan,” tutur Kadir saat dihubungi Kompas.com, Rabu (15/8/2018).Baca juga: Jokowi-Maruf Amin Akan Elaborasi Ekonomi Syariah ke Nawacita II“Misalnya di satu sisi memperkuat budget anggaran pondok-pondok pesantren, sekolah-sekolah keagamaan baik, Islam dan non Muslim,” Kadir menambahkan. Kadir mengatakan, fokus membangun karakter bangsa penting di tengah serbuan informasi dari luar. “Gencarnya kebudayaan baru masuk harus kita perkuat lagi keindonesaan kita dengan basis-basis tradisi yang positif,” kata Sekjen PKB tersebut.Baca juga: Muhammadiyah Usul 6 Poin Nawacita ke-2 untuk Jokowi Di sisi lain, Kadir menuturkan, program jangka pendek tim kampanye nasional telah mulai dilakukan, seperti menggelar pelatihan juru bicara tim kampanye nasional.  Selain itu, kata Kadir, tim kampanye Koalisi Indonesia Kerja juga akan melakukan pelatihan tim media sosial khusus yang berfungsi untuk menangkal serangan hoaks.“Besok (Kamis,16/8/2018) kita akan latihan media sosial, kita juga akan latihan jurkam (juru kampanye) dan seterusnya,” kata Kadir.",,
Sandiaga Belum Lengkapi Sejumlah Berkas Persyaratan Cawapres - Kompas.com,", JAKARTA, KOMPAS.com - Bakal calon wakil presiden ( cawapres)  Sandiaga Uno belum melengkapi sejumlah berkas persyaratan pencalonan ke Komisi Pemilihan Umum (KPU).Berkas tersebut di antaranya, surat keterangan tempat tinggal bakal calon dan surat keterangan kewarganegaraan bakal calon bersama istri.  ""Dari Pak Sandi itu ada beberapa hal yang belum dilengkapi, surat keterangan tempat tinggal bakal calon belum, kemudian surat keterangan kewarganegaraan bakal calon dan istri, itu penting ya, itu juga belum dilengkapi,"" kata Ilham di kantor KPU, Jakarta Pusat, Rabu (15/8/2018).  Karena terbatasnya waktu waktu perbaikan kelengkapan dokumen pencalonan, KPU mengimbau Sandiaga untuk segera menyerahkan berkas persyaratan pencalonan yang belum ia lengkapi ke KPU.   KPU telah merampungkan verifikasi berkas pencalonan bakal capres dan cawapres, Rabu (15/8/2018) malam. Dari hasil verifikasi tersebut, ditemukan sejumlah berkas persyaratan pencalonan yang masih belum dilengkapi bakal capres-cawapres. Rencananya, berita acara hasil verifikasi berkas tersebut akan diserahkan ke liaison officer (LO) masing-masing bakal pasangan calon (paslon) hari ini. Jika ada persyaratan dokumen yang belum dilengkapi, maka bakal capres dan cawapres akan diberikan kesempatan untuk melengkapinya selama kurun waktu 18-20 Agustus 2018.",,
Korban Jiwa Gempa Lombok Mencapai 460 Orang - Kompas.com,", JAKARTA, KOMPAS.com - Badan Nasional Penanggulangan Bencana ( BNPB) melaporkan bahwa korban tewas dalam bencana gempa bumi di Nusa Tenggara Barat sudah mencapai 460 orang.Bertambahnya jumlah korban itu diketahui setelah laporan pendataan semakin lancar.""Jumlah korban jiwa ini masih bisa bertambah mengingat tim SAR gabungan masih melakukan pencarian korban tertimbun longsor,"" ujar Kepala Pusat Data, Informasi dan Humas BNPB Sutopo Purwo Nugroho dalam keterangan tertulis, Rabu (15/8/2018).Baca juga: Gempa Lombok, Kerugian Sektor Perumahan Tembus Rp 6,02 TriliunSebanyak 460 korban jiwa itu masing-masing berasal dari Kabupaten Lombok Utara 396 orang, Lombok Barat 39 orang, Lombok Timur 12 orang, Kota Mataram 9 orang, Lombok Tengah 2 orang dan Kota Denpasar 2 orang.Sementara itu, tim SAR masih melakukan pencarian korban tertimbun longsor di Dusun Dompu Kecamatan Kayangan, Lombok Utara, yang diduga ada 4 orang tertimbun longsor.Kemudian, tim melakukan evakuasi di Dusun Busur Timur Desa Rempek Kecamatan Gangga, Lombok Utara yang diduga masih ada satu orang tertimbun reruntuhan bangunan dan beberapa laporan lain dari masyarakat.Baca juga: Barasuara Lelang Baju untuk Korban Gempa LombokHingga saat ini, jumlah korban luka-luka tercatat 7.773 orang. Sebanyak 959 orang luka berat serta rawat inap dan 6.774 orang luka ringan atau rawat jalan.Kemudian, sebanyak 417.529 orang mengungsi di ribuan titik pengungsian. Jumlah itu terdiri dari 187.889 laki-laki dan 229.640 perempuan.Baca juga: Sandiaga Tinjau Korban Gempa LombokSebaran pengungsi terdapat di Kabupaten Lombok Utara 178.122 orang (80.155 laki-laki, 97.967 perempuan), Lombok Barat 104.060 orang (46.827 laki-laki, 57.233 perempuan), Lombok Barat 116.453 orang (52.404 laki-laki,6 4.049 perempuan), dan Kota Mataram 18.894 orang (8.503 laki-laki, 10.391 perempuan).""Pengungsi masih memerlukan bantuan mengingat belum semua distribusi bantuan lancar dan merata. Diperkirakan mereka masih cukup lama akan berada di pengungsian sambil menunggu perbaikan rumah,"" kata Sutopo.",,
Peringatan Ketua MA kepada Hakim yang Masih Nakal - Kompas.com,", JAKARTA, KOMPAS.com - Ketua Mahkamah Agung ( MA) Muhammad Hatta Ali menegaskan, pihaknya tak akan menutupi atau menghalangi setiap laporan masyarakat terkait  hakim yang nakal.Hatta Ali memberikan pesan bahwa MA akan menindak tegas para hakim yang masih saja nakal, menyalahgunakan kewenangan untuk kepentingan pribadi.""Kalau ada laporan pengaduan hakimnya nakal, kami segera memeriksa. Enggak ada itu kami simpan-simpan (mengamankan hakim),"" ujar Hatta Ali dia Gedung MA, Jakarta, Rabu (15/8/2018).""Semua sama, tidak ada hakim yang kebal hukum. Semua kami periksa dan kami beri sanksi kalau terbukti bersalah,"" kata dia.Baca juga: MA Perlu Edukasi Hakim agar Peka dalam Penanganan Kasus yang Libatkan PerempuanMA sendiri, menurut Hatta, sudah memiliki sistem pengawasan kepada para hakim di daerah. Sistem pengawasan itu memanfaatkan perkembangan teknologi.Lewat teknologi MA bisa mengawasi perkara-perkara yang ditangani hakim di daerah-daerah. Pengawasan MA ini mulai dari jumlah perkara, hingga perkara yang diputus cepat dan diputus lambat.""Saya kira tidak seperti dulu lagi. Saya kira Anda pun bisa melihat pelayanannya (kini di pengadilan lebih baik),"" kata dia.Secara umum, Hatta juga mengungkapkan bahwa gugatan uji materi ke MA kian hari kian menurun.Hal itu ia anggap sebagai bukti bahwa para pencari keadilan sudah cukup puas dengan keputusan pengadilan di tingkat bawah.",,
"Harta Kekayaan Sandiaga Uno Capai Rp 5 Triliun, Ini Daftarnya - Kompas.com",", JAKARTA, KOMPAS.com - Komisi Pemberantasan Korupsi (KPK) merilis laporan  harta kekayaan calon wakil presiden Sandiaga Salahuddin Uno di situs elhkpn.kpk.go.id, Rabu (15/8/2018).Dilansir dari dokumen yang diunduh, Sandi memiliki total kekayaan mencapai Rp 5.099.960.524.965.Kekayaannya mencakup pada harta berupa tanah dan bangunan, alat transportasi dan mesin, harta bergerak lainnya, surat berharga, kas dan setara kas dan harta lainnya.Baca juga: Ditemani Sudirman Said, Sandiaga Uno Lapor Harta Kekayaan ke KPKSandi memiliki total 15 bidang tanah dan bangunan yang tersebar di Jakarta Selatan, Tangerang, Singapura, dan Amerika Serikat.Adapun total nilai harta tanah dan bangunan yang dimiliki Sandi mencapai Rp 191.644.398.989.Ia memiliki 2 kendaraan dengan nilai total mencapai Rp 325 juta. Dua kendaraan itu adalah Nissan Grand Livina Tahun 2013 senilai Rp 100 juta dan Nissan X-Trail Tahun 2015 senilai Rp 225.000.000.Baca juga: Selain Laporkan Harta, Sandiaga Juga Klarifikasi Isu Mahar yang Beredar kepada KPKHarta bergerak lainnya yang dimiliki Sandi senilai Rp 3,2 miliar. Ia tercatat memiliki surat berharga dengan nilai mencapai Rp 4.707.615.685.758.Sementara kas dan setara kas yang dimiliki Sandi senilai Rp 495.908.363.438. Harta lainnya yang dimiliki Sandi sebesar Rp 41.295.212.159.Dalam dokumen itu, Sandi tercatat memiliki hutang sebesar Rp 340.028.135.379.",,
BERITA POPULER: Andi Arief Mengaku Diperintah Partai Bicara soal Mahar hingga Kekejaman Kartel Narkoba di Makassar - Kompas.com,", 1.  Andi Arief Mengaku Diperintah Partai Bicara soal Mahar Rp 500 MiliarWakil Sekjen Partai Demokrat Andi Arief mengaku diperintah  partainya untuk bicara mengenai dugaan mahar Rp 500 miliar dari Sandiaga Uno kepada Partai Amanat Nasional dan Partai Keadilan Sejahtera.Mahar itu, disebutnya, dijanjikan agar PAN dan PKS mau menerima Sandiaga Uno sebagai calon wakil presiden bagi Prabowo Subianto.""Saya ingin menyatakan bahwa saya diperintah partai bicara ini,"" kata Andi dalam acara sapa Indonesia Malam di Kompas TV, Senin (13/8/2018) malam.Andi memastikan pernyataannya bisa dipertanggungjawabkan. Bahkan, menurut dia, keputusan Demokrat untuk mengungkap soal dugaan mahar ini diambil dalam rapat resmi partai di kediaman Ketua Umum Partai Demokrat Susilo Bambang Yudhoyono, Rabu (8/8/2018) malam.""Hasil rapat menyatakan kita kemukakan saja ke publik problem sebenarnya,"" kata dia.Andi mengaku tidak takut jika pernyataannya di Twitter berujung pada konsekuensi hukum.Baca selengkapnya: Andi Arief Mengaku Diperintah Partai Bicara soal Mahar Rp 500 MiliarBaca juga: Andi Arief: Kami Dengar Ada Politik Transaksional yang Mengejutkan 2.  Asman Abnur Mundur dari Kabinet karena Tak Ingin Bebani  JokowiIa menyampaikan keinginan untuk mundur dari kabinet.Langkah tersebut ingin dia ambil karena Partai Amanat Nasional (PAN) mengusung pasangan Prabowo Subianto-Sandiaga Uno di Pilpres 2019.""Tadi pagi saya menghadap Pak Pratikno ingin menyampaikan kegalauan saya. Kan saya ini menteri dari PAN, sementara PAN ini tidak mendukung Pak Jokowi,"" kata Asman kepada Kompas.com, Selasa (14/8/2018).""Tentu saya harus berpikir jangan sampai saya jadi beban pemerintah, beban Pak Presiden. Kalau diperkenankan, saya mohon kalau bisa diizinkan untuk mundur,"" kata dia.Menurut Asman, dalam pertemuan itu, Pratikno mengaku akan menyampaikan terlebih dulu kepada Jokowi terkait keinginannya untuk mundur dari kabinet.Baca selengkapnya: Tak Ingin Jadi Beban Presiden Jokowi, Asman Abnur Ingin Mundur dari KabinetBaca juga: Istana Pastikan Presiden Jokowi Akan Ganti Menteri Asman Abnur 3. Program Hitam Putih Diperingatkan KPU, Deddy Corbuzier Menanggapi""Karena tidak menyamarkan wajah orangtua dan nenek serta identitas pelaku pada saat dialog dengan sepasang anak laki-laki dan perempuan yang menikah di usia dini,"" demikian bunyi surat teguran KPI yang dikutip Kompas.com dari laman kpi.go.id, Selasa (14/8/2018).Surat yang ditandatangani Ketua KPI Pusat Yuliandre Darwis itu juga menyebutkan Trans7, stasiun televisi yang menayangkan Hitam Putih, sudah menyamarkan wajah sepasang anak laki-laki dan perempuan yang melakukan pernikahan dini. Namun, tidak dengan wajah ibu dan nenek mereka. Ditambah lagi, ada penyebutan identitas nama kedua anak tersebut.Sanksi terguran tersebut kemudian ditanggapi Deddy Corbuzier, pemandu acara Hitam Putih, melalui kolom komentar akun Instagram KPI Pusat.Baca selengkapnya: KPI Pusat Tegur Program Hitam Putih, Deddy Corbuzier Menanggapi 4. Go-jek Naikkan Tarif Per Kilometer untuk Mitra Pengemudi""Tarif rata-rata jarak dekat untuk mitra driver di Jabodetabek berdasar observasi lapangan di luar jam sibuk berkisar Rp 2.200–Rp 3.300 per kilometer,"" kata Shinto dalam  keterangan yang diterima Kompas.com, Selasa (14/8/2018).Selain menaikkan tarif, manajemen Go-jek juga memberikan tambahan penghasilan untuk layanan yang dilakukan mitra saat tengah malam. Shinto mengatakan, dalam memperhitungkan tarif, Go-jek harus tetap memastikan daya saing tiap mitranya.""Tarif yang diterima mitra driver Go-jek merupakan yang tertinggi di industri. Hal ini menunjukkan komitmen Go-jek dalam memastikan mitra bisa memperoleh penghasilan maksimal, serta selalu termotivasi untuk memberikan layanan terbaik bagi pelanggan,"" ujar Shinto.Tarif itu telah berlaku saat ini. Namun, dia tidak menyebutkan sejak kapan tarif tersebut sudah diberlakukan.Baca selengkapnya: Go-jek Naikkan Tarif Per Kilometer Mitra PengemudiBaca juga: Grab Naikkan Tarif, Ojek Online Tetap Jadwalkan Demo Saat Asian Games 5. Satu Keluarga di Makassar Tewas Dibakar oleh Kartel NarkobaPolisi menangkap lima orang yang diduga pelaku pembakaran rumah di Jalan Tinumbu dan kini mereka telah ditahan di sel Markas Polrestabes Makassar. Mereka merupakan jaringan kartel narkoba di Makassar.Polisi juga masih mengejar beberapa pelaku lainnya yang telah ditetapkan sebagai tersangka.Pelaku pembakaran rumah adalah Akbar Ampuh (32), Andi Ilham Agsari (23), Wandi (23), Haidir Muttalib (25), dan Riswan Idris (23).Kepala Polrestabes Makassar Kombes Irwan Anwar yang dikonfirmasi, Selasa (14/8/2018), menegaskan, kasus pembakaran rumah tersebut bermotif utang narkoba. Salah satu dari enam korban tewas kebakaran berutang narkoba sebesar Rp 10 juta.“Otak pelaku pembakaran rumah adalah seorang narapidana kasus pembunuhan, Akbar Ampuh, yang masih menjalani penahanan di Lapas Kelas 1 Makassar. Akbar Ampuh memerintahkan Andi Ilham Agsari dan Rahman alias Appang yang masih buron untuk menagih utang hasil penjualan narkoba sebesar Rp 10 juta ke Muhammad Fahri alias Desta, salah satu dari enam korban tewas,"" ujarnya.Baca selengkapnya: Satu Keluarga di Makassar Tewas Dibakar oleh Kartel Narkoba ",,
